attack,base_total,capture_rate,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,trainer_id,id
95,465,45,62,1250000,1.4,73,Stantler,50,234,85,65,85,normal,,71.2,2,0,668,2233
20,250,45,35,800000,1.2,55,Smeargle,50,235,20,45,75,normal,,58,2,0,979,2234
35,210,75,35,1000000,0.7,35,Tyrogue,100,236,35,35,35,fighting,,21,2,0,878,2235
95,455,45,95,1000000,1.4,50,Hitmontop,100,237,35,110,70,fighting,,48,2,0,1332,2236
30,305,45,15,1000000,0.4,45,Smoochum,0,238,85,65,65,ice,psychic,6,2,0,332,2237
63,360,45,37,1000000,0.6,45,Elekid,75.4,239,65,55,95,electric,,23.5,2,0,778,2238
75,365,45,37,1000000,0.7,45,Magby,75.4,240,70,55,83,fire,,21.4,2,0,15,2239
80,490,45,105,1250000,1.2,95,Miltank,0,241,40,70,100,normal,,75.5,2,0,1297,2240
10,540,30,10,800000,1.5,255,Blissey,0,242,75,135,55,normal,,46.8,2,0,732,2241
85,580,3,75,1250000,1.9,90,Raikou,,243,115,100,115,electric,,178,2,1,869,2242
115,580,3,85,1250000,2.1,115,Entei,,244,90,75,100,fire,,198,2,1,842,2243
75,580,3,115,1250000,2,100,Suicune,,245,90,115,85,water,,187,2,1,922,2244
64,300,45,50,1250000,0.6,50,Larvitar,50,246,45,50,41,rock,ground,72,2,0,484,2245
84,410,45,70,1250000,1.2,70,Pupitar,50,247,65,70,51,rock,ground,152,2,0,567,2246
164,700,45,150,1250000,2,100,Tyranitar,50,248,95,120,71,rock,dark,202,2,0,1093,2247
90,680,3,130,1250000,5.2,106,Lugia,,249,90,154,110,psychic,flying,216,2,1,208,2248
130,680,3,90,1250000,3.8,106,Ho-Oh,,250,110,154,90,fire,flying,199,2,1,824,2249
100,600,45,100,1059860,0.6,100,Celebi,,251,100,100,100,psychic,grass,5,2,1,694,2250
45,310,45,35,1059860,0.5,40,Treecko,88.1,252,65,55,70,grass,,5,3,0,499,2251
65,405,45,45,1059860,0.9,50,Grovyle,88.1,253,85,65,95,grass,,21.6,3,0,447,2252
110,630,45,75,1059860,1.7,70,Sceptile,88.1,254,145,85,145,grass,,52.2,3,0,1285,2253
60,310,45,40,1059860,0.4,45,Torchic,88.1,255,70,50,45,fire,,2.5,3,0,1104,2254
85,405,45,60,1059860,0.9,60,Combusken,88.1,256,85,60,55,fire,fighting,19.5,3,0,88,2255
160,630,45,80,1059860,1.9,80,Blaziken,88.1,257,130,80,100,fire,fighting,52,3,0,303,2256
70,310,45,50,1059860,0.4,50,Mudkip,88.1,258,50,50,40,water,,7.6,3,0,770,2257
85,405,45,70,1059860,0.7,70,Marshtomp,88.1,259,60,70,50,water,ground,28,3,0,1008,2258
150,635,45,110,1059860,1.5,100,Swampert,88.1,260,95,110,70,water,ground,81.9,3,0,761,2259
55,220,255,35,1000000,0.5,35,Poochyena,50,261,30,30,35,dark,,13.6,3,0,10,2260
90,420,127,70,1000000,1,70,Mightyena,50,262,60,60,70,dark,,37,3,0,399,2261
30,240,255,41,1000000,0.4,38,Zigzagoon,50,263,30,41,60,normal,,17.5,3,0,37,2262
70,420,90,61,1000000,0.5,78,Linoone,50,264,50,61,100,normal,,32.5,3,0,1063,2263
45,195,255,35,1000000,0.3,45,Wurmple,50,265,20,30,20,bug,,3.6,3,0,1055,2264
35,205,120,55,1000000,0.6,50,Silcoon,50,266,25,25,15,bug,,10,3,0,25,2265
70,395,45,50,1000000,1,60,Beautifly,50,267,100,50,65,bug,flying,28.4,3,0,269,2266
35,205,120,55,1000000,0.7,50,Cascoon,50,268,25,25,15,bug,,11.5,3,0,838,2267
50,385,45,70,1000000,1.2,60,Dustox,50,269,50,90,65,bug,poison,31.6,3,0,1234,2268
30,220,255,30,1059860,0.5,40,Lotad,50,270,40,50,30,water,grass,2.6,3,0,176,2269
50,340,120,50,1059860,1.2,60,Lombre,50,271,60,70,50,water,grass,32.5,3,0,313,2270
70,480,45,70,1059860,1.5,80,Ludicolo,50,272,90,100,70,water,grass,55,3,0,1193,2271
40,220,255,50,1059860,0.5,40,Seedot,50,273,30,30,30,grass,,4,3,0,1252,2272
70,340,120,40,1059860,1,70,Nuzleaf,50,274,60,40,60,grass,dark,28,3,0,1058,2273
100,480,45,60,1059860,1.3,90,Shiftry,50,275,90,60,80,grass,dark,59.6,3,0,4,2274
55,270,200,30,1059860,0.3,40,Taillow,50,276,30,30,85,normal,flying,2.3,3,0,1082,2275
85,455,45,60,1059860,0.7,60,Swellow,50,277,75,50,125,normal,flying,19.8,3,0,494,2276
30,270,190,30,1000000,0.6,40,Wingull,50,278,55,30,85,water,flying,9.5,3,0,1181,2277
50,440,45,100,1000000,1.2,60,Pelipper,50,279,95,70,65,water,flying,28,3,0,789,2278
25,198,235,25,1250000,0.4,28,Ralts,50,280,45,35,40,psychic,fairy,6.6,3,0,314,2279
35,278,120,35,1250000,0.8,38,Kirlia,50,281,65,55,50,psychic,fairy,20.2,3,0,1040,2280
85,618,45,65,1250000,1.6,68,Gardevoir,50,282,165,135,100,psychic,fairy,48.4,3,0,1187,2281
30,269,200,32,1000000,0.5,40,Surskit,50,283,50,52,65,bug,water,1.7,3,0,734,2282
60,454,75,62,1000000,0.8,70,Masquerain,50,284,100,82,80,bug,flying,3.6,3,0,1097,2283
40,295,255,60,1640000,0.4,60,Shroomish,50,285,40,60,35,grass,,4.5,3,0,186,2284
130,460,90,80,1640000,1.2,60,Breloom,50,286,60,60,70,grass,fighting,39.2,3,0,384,2285
60,280,255,60,1250000,0.8,60,Slakoth,50,287,35,35,30,normal,,24,3,0,167,2286
80,440,120,80,1250000,1.4,80,Vigoroth,50,288,55,55,90,normal,,46.5,3,0,727,2287
160,670,45,100,1250000,2,150,Slaking,50,289,95,65,100,normal,,130.5,3,0,977,2288
45,266,255,90,600000,0.5,31,Nincada,50,290,30,30,40,bug,ground,5.5,3,0,1010,2289
90,456,120,45,600000,0.8,61,Ninjask,50,291,50,50,160,bug,flying,12,3,0,768,2290
90,236,45,45,600000,0.8,1,Shedinja,,292,30,30,40,bug,ghost,1.2,3,0,228,2291
51,240,190,23,1059860,0.6,64,Whismur,50,293,51,23,28,normal,,16.3,3,0,408,2292
71,360,120,43,1059860,1,84,Loudred,50,294,71,43,48,normal,,40.5,3,0,208,2293
91,490,45,63,1059860,1.5,104,Exploud,50,295,91,73,68,normal,,84,3,0,437,2294
60,237,180,30,1640000,1,72,Makuhita,75.4,296,20,30,25,fighting,,86.4,3,0,1218,2295
120,474,200,60,1640000,2.3,144,Hariyama,75.4,297,40,60,50,fighting,,253.8,3,0,83,2296
20,190,150,40,800000,0.2,50,Azurill,24.6,298,20,40,20,normal,fairy,2,3,0,337,2297
45,375,255,135,1000000,1,30,Nosepass,50,299,45,90,30,rock,,97,3,0,933,2298
45,260,255,45,800000,0.6,50,Skitty,24.6,300,35,35,50,normal,,11,3,0,1210,2299
65,400,60,65,800000,1.1,70,Delcatty,24.6,301,55,55,90,normal,,32.6,3,0,619,2300
85,480,45,125,1059860,0.5,50,Sableye,50,302,85,115,20,dark,ghost,11,3,0,223,2301
105,480,45,125,800000,0.6,50,Mawile,50,303,55,95,50,steel,fairy,11.5,3,0,380,2302
70,330,180,100,1250000,0.4,50,Aron,50,304,40,40,30,steel,rock,60,3,0,262,2303
90,430,90,140,1250000,0.9,60,Lairon,50,305,50,50,40,steel,rock,120,3,0,567,2304
140,630,45,230,1250000,2.1,70,Aggron,50,306,60,80,50,steel,rock,360,3,0,1064,2305
40,280,180,55,1000000,0.6,30,Meditite,50,307,40,55,60,fighting,psychic,11.2,3,0,1276,2306
100,510,90,85,1000000,1.3,60,Medicham,50,308,80,85,100,fighting,psychic,31.5,3,0,724,2307
45,295,120,40,1250000,0.6,40,Electrike,50,309,65,40,65,electric,,15.2,3,0,1072,2308
75,575,45,80,1250000,1.5,70,Manectric,50,310,135,80,135,electric,,40.2,3,0,1095,2309
50,405,200,40,1000000,0.4,60,Plusle,50,311,85,75,95,electric,,4.2,3,0,750,2310
40,405,200,50,1000000,0.4,60,Minun,50,312,75,85,95,electric,,4.2,3,0,1013,2311
73,430,150,75,600000,0.7,65,Volbeat,100,313,47,85,85,bug,,17.7,3,0,481,2312
47,430,150,75,1640000,0.6,65,Illumise,0,314,73,85,85,bug,,17.7,3,0,631,2313
60,400,150,45,1059860,0.3,50,Roselia,50,315,100,80,65,grass,poison,2,3,0,168,2314
43,302,225,53,1640000,0.4,70,Gulpin,50,316,43,53,40,poison,,10.3,3,0,365,2315
73,467,75,83,1640000,1.7,100,Swalot,50,317,73,83,55,poison,,80,3,0,821,2316
90,305,225,20,1250000,0.8,45,Carvanha,50,318,65,20,65,water,dark,20.8,3,0,1257,2317
140,560,60,70,1250000,1.8,70,Sharpedo,50,319,110,65,105,water,dark,88.8,3,0,325,2318
70,400,125,35,1640000,2,130,Wailmer,50,320,70,35,60,water,,130,3,0,308,2319
90,500,60,45,1640000,14.5,170,Wailord,50,321,90,45,60,water,,398,3,0,46,2320
60,305,255,40,1000000,0.7,60,Numel,50,322,65,45,35,fire,ground,24,3,0,146,2321
120,560,150,100,1000000,1.9,70,Camerupt,50,323,145,105,20,fire,ground,220,3,0,1224,2322
85,470,90,140,1000000,0.5,70,Torkoal,50,324,85,70,20,fire,,80.4,3,0,1067,2323
25,330,255,35,800000,0.7,60,Spoink,50,325,70,80,60,psychic,,30.6,3,0,147,2324
45,470,60,65,800000,0.9,80,Grumpig,50,326,90,110,80,psychic,,71.5,3,0,534,2325
60,360,255,60,800000,1.1,60,Spinda,50,327,60,60,60,normal,,5,3,0,1094,2326
100,290,255,45,1059860,0.7,45,Trapinch,50,328,45,45,10,ground,,15,3,0,385,2327
70,340,120,50,1059860,1.1,50,Vibrava,50,329,50,50,70,ground,dragon,15.3,3,0,886,2328
100,520,45,80,1059860,2,80,Flygon,50,330,80,80,100,ground,dragon,82,3,0,801,2329
85,335,190,40,1059860,0.4,50,Cacnea,50,331,85,40,35,grass,,51.3,3,0,365,2330
115,475,60,60,1059860,1.3,70,Cacturne,50,332,115,60,55,grass,dark,77.4,3,0,444,2331
40,310,255,60,600000,0.4,45,Swablu,50,333,40,75,50,normal,flying,1.2,3,0,869,2332
110,590,45,110,600000,1.1,75,Altaria,50,334,110,105,80,dragon,flying,20.6,3,0,1229,2333
115,458,90,60,600000,1.3,73,Zangoose,50,335,60,60,90,normal,,40.3,3,0,1106,2334
100,458,90,60,1640000,2.7,73,Seviper,50,336,100,60,65,poison,,52.5,3,0,829,2335
55,460,45,65,800000,1,90,Lunatone,,337,95,85,70,rock,psychic,168,3,0,514,2336
95,460,45,85,800000,1.2,90,Solrock,,338,55,65,70,rock,psychic,154,3,0,1320,2337
48,288,190,43,1000000,0.4,50,Barboach,50,339,46,41,60,water,ground,1.9,3,0,544,2338
78,468,75,73,1000000,0.9,110,Whiscash,50,340,76,71,60,water,ground,23.6,3,0,875,2339
80,308,205,65,1640000,0.6,43,Corphish,50,341,50,35,35,water,,11.5,3,0,1013,2340
120,468,155,85,1640000,1.1,63,Crawdaunt,50,342,90,55,55,water,dark,32.8,3,0,172,2341
40,300,255,55,1000000,0.5,40,Baltoy,,343,40,70,55,ground,psychic,21.5,3,0,603,2342
70,500,90,105,1000000,1.5,60,Claydol,,344,70,120,75,ground,psychic,108,3,0,753,2343
41,355,45,77,600000,1,66,Lileep,88.1,345,61,87,23,rock,grass,23.8,3,0,761,2344
81,495,45,97,600000,1.5,86,Cradily,88.1,346,81,107,43,rock,grass,60.4,3,0,114,2345
95,355,45,50,600000,0.7,45,Anorith,88.1,347,40,50,75,rock,bug,12.5,3,0,415,2346
125,495,45,100,600000,1.5,75,Armaldo,88.1,348,70,80,45,rock,bug,68.2,3,0,342,2347
15,200,255,20,600000,0.6,20,Feebas,50,349,10,55,80,water,,7.4,3,0,699,2348
60,540,60,79,600000,6.2,95,Milotic,50,350,100,125,81,water,,162,3,0,337,2349
70,420,45,70,1000000,0.3,70,Castform,50,351,70,70,70,normal,,0.8,3,0,632,2350
90,440,200,70,1059860,1,60,Kecleon,50,352,60,120,40,normal,,22,3,0,144,2351
75,295,225,35,800000,0.6,44,Shuppet,50,353,63,33,45,ghost,,2.3,3,0,1052,2352
165,555,45,75,800000,1.1,64,Banette,50,354,93,83,75,ghost,,12.5,3,0,867,2353
40,295,190,90,800000,0.8,20,Duskull,50,355,30,90,25,ghost,,15,3,0,1102,2354
70,455,90,130,800000,1.6,40,Dusclops,50,356,60,130,25,ghost,,30.6,3,0,1251,2355
68,460,200,83,1250000,2,99,Tropius,50,357,72,87,51,grass,flying,100,3,0,361,2356
50,455,45,80,800000,0.6,75,Chimecho,50,358,95,90,65,psychic,,1,3,0,106,2357
150,565,30,60,1059860,1.2,65,Absol,50,359,115,60,115,dark,,47,3,0,370,2358
23,260,125,48,1000000,0.6,95,Wynaut,50,360,23,48,23,psychic,,14,3,0,292,2359
50,300,190,50,1000000,0.7,50,Snorunt,50,361,50,50,50,ice,,16.8,3,0,1262,2360
120,580,75,80,1000000,1.5,80,Glalie,50,362,120,80,100,ice,,256.5,3,0,487,2361
40,290,255,50,1059860,0.8,70,Spheal,50,363,55,50,25,ice,water,39.5,3,0,739,2362
60,410,120,70,1059860,1.1,90,Sealeo,50,364,75,70,45,ice,water,87.6,3,0,546,2363
80,530,45,90,1059860,1.4,110,Walrein,50,365,95,90,65,ice,water,150.6,3,0,785,2364
64,345,255,85,600000,0.4,35,Clamperl,50,366,74,55,32,water,,52.5,3,0,148,2365
104,485,60,105,600000,1.7,55,Huntail,50,367,94,75,52,water,,27,3,0,1095,2366
84,485,60,105,600000,1.8,55,Gorebyss,50,368,114,75,52,water,,22.6,3,0,931,2367
90,485,25,130,1250000,1,100,Relicanth,88.1,369,45,65,55,water,rock,23.4,3,0,412,2368
30,330,225,55,800000,0.6,43,Luvdisc,24.6,370,40,65,97,water,,8.7,3,0,253,2369
75,300,45,60,1250000,0.6,45,Bagon,50,371,40,30,50,dragon,,42.1,3,0,245,2370
95,420,45,100,1250000,1.1,65,Shelgon,50,372,60,50,50,dragon,,110.5,3,0,1042,2371
145,700,45,130,1250000,1.5,95,Salamence,50,373,120,90,120,dragon,flying,102.6,3,0,129,2372
55,300,3,80,1250000,0.6,40,Beldum,,374,35,60,30,steel,psychic,95.2,3,0,34,2373
75,420,3,100,1250000,1.2,60,Metang,,375,55,80,50,steel,psychic,202.5,3,0,992,2374
145,700,3,150,1250000,1.6,80,Metagross,,376,105,110,110,steel,psychic,550,3,0,39,2375
100,580,3,200,1250000,1.7,80,Regirock,,377,50,100,50,rock,,230,3,1,558,2376
50,580,3,100,1250000,1.8,80,Regice,,378,100,200,50,ice,,175,3,1,1062,2377
75,580,3,150,1250000,1.9,80,Registeel,,379,75,150,50,steel,,205,3,1,10,2378
100,700,3,120,1250000,1.4,80,Latias,0,380,140,150,110,dragon,psychic,40,3,1,1263,2379
130,700,3,100,1250000,2,80,Latios,100,381,160,120,110,dragon,psychic,60,3,1,760,2380
150,770,3,90,1250000,4.5,100,Kyogre,,382,180,160,90,water,,352,3,1,1152,2381
180,770,3,160,1250000,3.5,100,Groudon,,383,150,90,90,ground,,950,3,1,81,2382
180,780,45,100,1250000,7,105,Rayquaza,,384,180,100,115,dragon,flying,206.5,3,1,1245,2383
100,600,3,100,1250000,0.3,100,Jirachi,,385,100,100,100,steel,psychic,1.1,3,1,158,2384
95,600,3,90,1250000,1.7,50,Deoxys,,386,95,90,180,psychic,,60.8,3,1,189,2385
68,318,45,64,1059860,0.4,55,Turtwig,88.1,387,45,55,31,grass,,10.2,4,0,918,2386
89,405,45,85,1059860,1.1,75,Grotle,88.1,388,55,65,36,grass,,97,4,0,352,2387
109,525,45,105,1059860,2.2,95,Torterra,88.1,389,75,85,56,grass,ground,310,4,0,327,2388
58,309,45,44,1059860,0.5,44,Chimchar,88.1,390,58,44,61,fire,,6.2,4,0,741,2389
78,405,45,52,1059860,0.9,64,Monferno,88.1,391,78,52,81,fire,fighting,22,4,0,129,2390
104,534,45,71,1059860,1.2,76,Infernape,88.1,392,104,71,108,fire,fighting,55,4,0,724,2391
51,314,45,53,1059860,0.4,53,Piplup,88.1,393,61,56,40,water,,5.2,4,0,275,2392
66,405,45,68,1059860,0.8,64,Prinplup,88.1,394,81,76,50,water,,23,4,0,616,2393
86,530,45,88,1059860,1.7,84,Empoleon,88.1,395,111,101,60,water,steel,84.5,4,0,778,2394
55,245,255,30,1059860,0.3,40,Starly,50,396,30,30,60,normal,flying,2,4,0,115,2395
75,340,120,50,1059860,0.6,55,Staravia,50,397,40,40,80,normal,flying,15.5,4,0,655,2396
120,485,45,70,1059860,1.2,85,Staraptor,50,398,50,60,100,normal,flying,24.9,4,0,978,2397
45,250,255,40,1000000,0.5,59,Bidoof,50,399,35,40,31,normal,,20,4,0,774,2398
85,410,127,60,1000000,1,79,Bibarel,50,400,55,60,71,normal,water,31.5,4,0,648,2399
25,194,255,41,1059860,0.3,37,Kricketot,50,401,25,41,25,bug,,2.2,4,0,562,2400
85,384,45,51,1059860,1,77,Kricketune,50,402,55,51,65,bug,,25.5,4,0,197,2401
65,263,235,34,1059860,0.5,45,Shinx,50,403,40,34,45,electric,,9.5,4,0,241,2402
85,363,120,49,1059860,0.9,60,Luxio,50,404,60,49,60,electric,,30.5,4,0,1276,2403
120,523,45,79,1059860,1.4,80,Luxray,50,405,95,79,70,electric,,42,4,0,164,2404
30,280,255,35,1059860,0.2,40,Budew,50,406,50,70,55,grass,poison,1.2,4,0,1210,2405
70,515,75,65,1059860,0.9,60,Roserade,50,407,125,105,90,grass,poison,14.5,4,0,131,2406
125,350,45,40,600000,0.9,67,Cranidos,88.1,408,30,30,58,rock,,31.5,4,0,322,2407
165,495,45,60,600000,1.6,97,Rampardos,88.1,409,65,50,58,rock,,102.5,4,0,1037,2408
42,350,45,118,600000,0.5,30,Shieldon,88.1,410,42,88,30,rock,steel,57,4,0,464,2409
52,495,45,168,600000,1.3,60,Bastiodon,88.1,411,47,138,30,rock,steel,149.5,4,0,568,2410
29,224,120,45,1000000,0.2,40,Burmy,50,412,29,45,36,bug,,3.4,4,0,769,2411
69,424,45,95,1000000,0.5,60,Wormadam,0,413,69,95,36,bug,grass,6.5,4,0,72,2412
94,424,45,50,1000000,0.9,70,Mothim,100,414,94,50,66,bug,flying,23.3,4,0,607,2413
30,244,120,42,1059860,0.3,30,Combee,88.1,415,30,42,70,bug,flying,5.5,4,0,445,2414
80,474,45,102,1059860,1.2,70,Vespiquen,0,416,80,102,40,bug,flying,38.5,4,0,732,2415
45,405,200,70,1000000,0.4,60,Pachirisu,50,417,45,90,95,electric,,3.9,4,0,622,2416
65,330,190,35,1000000,0.7,55,Buizel,50,418,60,30,85,water,,29.5,4,0,335,2417
105,495,75,55,1000000,1.1,85,Floatzel,50,419,85,50,115,water,,33.5,4,0,12,2418
35,275,190,45,1000000,0.4,45,Cherubi,50,420,62,53,35,grass,,3.3,4,0,1185,2419
60,450,75,70,1000000,0.5,70,Cherrim,50,421,87,78,85,grass,,9.3,4,0,114,2420
48,325,190,48,1000000,0.3,76,Shellos,50,422,57,62,34,water,,6.3,4,0,67,2421
83,475,75,68,1000000,0.9,111,Gastrodon,50,423,92,82,39,water,ground,29.9,4,0,970,2422
100,482,45,66,800000,1.2,75,Ambipom,50,424,60,66,115,normal,,20.3,4,0,1041,2423
50,348,125,34,1640000,0.4,90,Drifloon,50,425,60,44,70,ghost,flying,1.2,4,0,1111,2424
80,498,60,44,1640000,1.2,150,Drifblim,50,426,90,54,80,ghost,flying,15,4,0,491,2425
66,350,190,44,1000000,0.4,55,Buneary,50,427,44,56,85,normal,,5.5,4,0,1224,2426
136,580,60,94,1000000,1.2,65,Lopunny,50,428,54,96,135,normal,,33.3,4,0,1071,2427
60,495,45,60,800000,0.9,60,Mismagius,50,429,105,105,105,ghost,,4.4,4,0,1313,2428
125,505,30,52,1059860,0.9,100,Honchkrow,50,430,105,52,71,dark,flying,27.3,4,0,547,2429
55,310,190,42,800000,0.5,49,Glameow,24.6,431,42,37,85,normal,,3.9,4,0,711,2430
82,452,75,64,800000,1,71,Purugly,24.6,432,64,59,112,normal,,43.8,4,0,685,2431
30,285,120,50,800000,0.2,45,Chingling,50,433,65,50,45,psychic,,0.6,4,0,186,2432
63,329,225,47,1000000,0.4,63,Stunky,50,434,41,41,74,poison,dark,19.2,4,0,394,2433
93,479,60,67,1000000,1,103,Skuntank,50,435,71,61,84,poison,dark,38,4,0,1028,2434
24,300,255,86,1000000,0.5,57,Bronzor,,436,24,86,23,steel,psychic,60.5,4,0,623,2435
89,500,90,116,1000000,1.3,67,Bronzong,,437,79,116,33,steel,psychic,187,4,0,256,2436
80,290,255,95,1000000,0.5,50,Bonsly,50,438,10,45,10,rock,,15,4,0,696,2437
25,310,145,45,1000000,0.6,20,Mime Jr.,50,439,70,90,60,psychic,fairy,13,4,0,565,2438
5,220,130,5,800000,0.6,100,Happiny,0,440,15,65,30,normal,,24.4,4,0,998,2439
65,411,30,45,1059860,0.5,76,Chatot,50,441,92,42,91,normal,flying,1.9,4,0,183,2440
92,485,100,108,1000000,1,50,Spiritomb,50,442,92,108,35,ghost,dark,108,4,0,1014,2441
70,300,45,45,1250000,0.7,58,Gible,50,443,40,45,42,dragon,ground,20.5,4,0,1065,2442
90,410,45,65,1250000,1.4,68,Gabite,50,444,50,55,82,dragon,ground,56,4,0,142,2443
170,700,45,115,1250000,1.9,108,Garchomp,50,445,120,95,92,dragon,ground,95,4,0,1082,2444
85,390,50,40,1250000,0.6,135,Munchlax,88.1,446,40,85,5,normal,,105,4,0,1004,2445
70,285,75,40,1059860,0.7,40,Riolu,88.1,447,35,40,60,fighting,,20.2,4,0,87,2446
145,625,45,88,1059860,1.2,70,Lucario,88.1,448,140,70,112,fighting,steel,54,4,0,619,2447
72,330,140,78,1250000,0.8,68,Hippopotas,50,449,38,42,32,ground,,49.5,4,0,865,2448
112,525,60,118,1250000,2,108,Hippowdon,50,450,68,72,47,ground,,300,4,0,1253,2449
50,330,120,90,1250000,0.8,40,Skorupi,50,451,30,55,65,poison,bug,12,4,0,595,2450
90,500,45,110,1250000,1.3,70,Drapion,50,452,60,75,95,poison,dark,61.5,4,0,1071,2451
61,300,140,40,1000000,0.7,48,Croagunk,50,453,61,40,50,poison,fighting,23,4,0,889,2452
106,490,75,65,1000000,1.3,83,Toxicroak,50,454,86,65,85,poison,fighting,44.4,4,0,612,2453
100,454,200,72,1250000,1.4,74,Carnivine,50,455,90,72,46,grass,,27,4,0,469,2454
49,330,190,56,600000,0.4,49,Finneon,50,456,49,61,66,water,,7,4,0,675,2455
69,460,75,76,600000,1.2,69,Lumineon,50,457,69,86,91,water,,24,4,0,901,2456
20,345,25,50,1250000,1,45,Mantyke,50,458,60,120,50,water,flying,65,4,0,457,2457
62,334,120,50,1250000,1,60,Snover,50,459,62,60,40,grass,ice,50.5,4,0,1277,2458
132,594,60,105,1250000,2.2,90,Abomasnow,50,460,132,105,30,grass,ice,135.5,4,0,1020,2459
120,510,45,65,1059860,1.1,70,Weavile,50,461,45,85,125,dark,ice,34,4,0,854,2460
70,535,30,115,1000000,1.2,70,Magnezone,,462,130,90,60,electric,steel,180,4,0,26,2461
85,515,30,95,1000000,1.7,110,Lickilicky,50,463,80,95,50,normal,,140,4,0,280,2462
140,535,30,130,1250000,2.4,115,Rhyperior,50,464,55,55,40,ground,rock,282.8,4,0,1292,2463
100,535,30,125,1000000,2,100,Tangrowth,50,465,110,50,50,grass,,128.6,4,0,1026,2464
123,540,30,67,1000000,1.8,75,Electivire,75.4,466,95,85,95,electric,,138.6,4,0,1039,2465
95,540,30,67,1000000,1.6,75,Magmortar,75.4,467,125,95,83,fire,,68,4,0,605,2466
50,545,30,95,800000,1.5,85,Togekiss,88.1,468,120,115,80,fairy,flying,38,4,0,1277,2467
76,515,30,86,1000000,1.9,86,Yanmega,50,469,116,56,95,bug,flying,51.5,4,0,756,2468
110,525,45,130,1000000,1,65,Leafeon,88.1,470,60,65,95,grass,,25.5,4,0,553,2469
60,525,45,110,1000000,0.8,65,Glaceon,88.1,471,130,95,65,ice,,25.9,4,0,227,2470
95,510,30,125,1059860,2,75,Gliscor,50,472,45,75,95,ground,flying,42.5,4,0,748,2471
130,530,50,80,1250000,2.5,110,Mamoswine,50,473,70,60,80,ice,ground,291,4,0,837,2472
80,535,30,70,1000000,0.9,85,Porygon-Z,,474,135,75,90,normal,,34,4,0,190,2473
165,618,45,95,1250000,1.6,68,Gallade,100,475,65,115,110,psychic,fighting,52,4,0,459,2474
55,525,60,145,1000000,1.4,60,Probopass,50,476,75,150,40,rock,steel,340,4,0,176,2475
100,525,45,135,800000,2.2,45,Dusknoir,50,477,65,135,45,ghost,,106.6,4,0,472,2476
80,480,75,70,1000000,1.3,70,Froslass,0,478,80,70,110,ice,ghost,26.6,4,0,1000,2477
65,520,45,107,1000000,0.3,50,Rotom,,479,105,107,86,electric,ghost,0.3,4,0,140,2478
75,580,3,130,1250000,0.3,75,Uxie,,480,75,130,95,psychic,,0.3,4,1,882,2479
105,580,3,105,1250000,0.3,80,Mesprit,,481,105,105,80,psychic,,0.3,4,1,255,2480
125,580,3,70,1250000,0.3,75,Azelf,,482,125,70,115,psychic,,0.3,4,1,132,2481
120,680,3,120,1250000,5.4,100,Dialga,,483,150,100,90,steel,dragon,683,4,1,95,2482
120,680,3,100,1250000,4.2,90,Palkia,,484,150,120,100,water,dragon,336,4,1,839,2483
90,600,3,106,1250000,1.7,91,Heatran,50,485,130,106,77,fire,steel,430,4,1,218,2484
160,670,3,110,1250000,3.7,110,Regigigas,,486,80,110,100,normal,,420,4,1,515,2485
120,680,3,100,1250000,4.5,150,Giratina,,487,120,100,90,ghost,dragon,750,4,1,1112,2486
70,600,3,120,1250000,1.5,120,Cresselia,0,488,75,130,85,psychic,,85.6,4,1,1321,2487
80,480,30,80,1250000,0.4,80,Phione,,489,80,80,80,water,,3.1,4,0,933,2488
100,600,3,100,1250000,0.3,100,Manaphy,,490,100,100,100,water,,1.4,4,1,1170,2489
90,600,3,90,1250000,1.5,70,Darkrai,,491,135,90,125,dark,,50.5,4,1,728,2490
103,600,45,75,1059860,0.2,100,Shaymin,,492,120,75,127,grass,grass,2.1,4,1,654,2491
120,720,3,120,1250000,3.2,120,Arceus,,493,120,120,120,normal,,320,4,1,1043,2492
100,600,3,100,1250000,0.4,100,Victini,,494,100,100,100,psychic,fire,4,5,1,738,2493
45,308,45,55,1059860,0.6,45,Snivy,88.1,495,45,55,63,grass,,8.1,5,0,662,2494
60,413,45,75,1059860,0.8,60,Servine,88.1,496,60,75,83,grass,,16,5,0,188,2495
75,528,45,95,1059860,3.3,75,Serperior,88.1,497,75,95,113,grass,,63,5,0,598,2496
63,308,45,45,1059860,0.5,65,Tepig,88.1,498,45,45,45,fire,,9.9,5,0,965,2497
93,418,45,55,1059860,1,90,Pignite,88.1,499,70,55,55,fire,fighting,55.5,5,0,1027,2498
123,528,45,65,1059860,1.6,110,Emboar,88.1,500,100,65,65,fire,fighting,150,5,0,1018,2499
55,308,45,45,1059860,0.5,55,Oshawott,88.1,501,63,45,45,water,,5.9,5,0,699,2500
75,413,45,60,1059860,0.8,75,Dewott,88.1,502,83,60,60,water,,24.5,5,0,783,2501
100,528,45,85,1059860,1.5,95,Samurott,88.1,503,108,70,70,water,,94.6,5,0,1205,2502
55,255,255,39,1000000,0.5,45,Patrat,50,504,35,39,42,normal,,11.6,5,0,559,2503
85,420,255,69,1000000,1.1,60,Watchog,50,505,60,69,77,normal,,27,5,0,356,2504
